occupation_code,ai_exposure,occupation_name,employment_2023_x,employment_2023_y,weekly_pay,adverts,education_required,employment_growth,log_pay,log_employment,advert_intensity,skill,ai_skill_interaction,ai_exposure_z,pay_z,employment_z,advert_intensity_z,exposure_quantile,bls_outlook
19-1023,0.3175953,Zoologists and Wildlife Biologists,17100.0,17100.0,70600.0,1.4,Bachelor's degree,0.0,11.164785423481334,9.746833742490752,8.187134502923976e-05,4.0,1.2703812,0.3328725586855224,0.2007343758912807,-0.3927918924084475,-0.1140148233418068,Upper-middle,
19-1029,1.010193,"Biological Scientists, All Other",61220.0,61220.0,91100.0,4.8,Bachelor's degree,0.0,11.41971308324805,11.022229212499404,7.840574975498202e-05,4.0,4.040772,1.0197900052678976,0.8811970141911879,-0.286674456921503,-0.1197709438933192,Upper-middle,
19-1031,0.0690313,Conservation Scientists,22790.0,22790.0,68750.0,2.5,Bachelor's degree,0.0,11.138232015528818,10.03407712223973,0.0001096972356296,4.0,0.2761252,0.086347125245155,0.1393267719471428,-0.3791063029270169,-0.0677978914516485,Upper-middle,
19-1032,-0.184381,Foresters,9450.0,9450.0,67330.0,1.1,Bachelor's degree,0.0,11.117361181539328,9.153770020487787,0.0001164021164021,4.0,-0.737524,-0.1649868454691093,0.0921922867575882,-0.4111916744001774,-0.0566615356583339,Lower-middle,
19-1041,1.436287,Epidemiologists,10230.0,10230.0,81390.0,0.8,Master's degree,0.0,11.307007694321086,9.233079858945672,7.820136852394917e-05,5.0,7.1814350000000005,1.442389448615848,0.5588900767330368,-0.4093156181970991,-0.1201104073653034,High,Faster than average
19-1042,1.279928,"Medical Scientists, Except Epidemiologists",136620.0,136620.0,100890.0,9.6,Doctoral or professional degree,0.0,11.521786093402424,11.82495862828584,7.026789635485287e-05,6.0,7.679568,1.2873128073994915,1.20615941560368,-0.1053223572905961,-0.1332873707968359,High,
19-2011,1.373737,Astronomers,2080.0,2080.0,127930.0,0.1,Doctoral or professional degree,0.0,11.75923851831108,7.640123172695364,4.807692307692308e-05,6.0,8.242422,1.3803524446181048,2.1037062321709725,-0.4289180003190074,-0.1701450841864961,High,
19-2012,1.345736,Physicists,18350.0,18350.0,155680.0,1.7,Doctoral or professional degree,0.0,11.955557897419832,9.817384853482716,9.264305177111717e-05,6.0,8.074416,1.3525810913176926,3.0248202913330418,-0.3897853920830014,-0.0961237432689717,High,
19-2021,1.373917,Atmospheric and Space Scientists,9310.0,9310.0,92860.0,0.7,Bachelor's degree,0.0,11.438848261573913,9.138844370271112,7.518796992481203e-05,4.0,5.495668,1.3805309683706164,0.939617221186692,-0.4115284024366274,-0.1251154596676403,High,Slower than average
19-2031,0.5011251,Chemists,83530.0,83530.0,84680.0,6.3,Bachelor's degree,0.0,11.3466347252488,11.332961127749952,7.542200407039387e-05,4.0,2.0045004,0.5148971619837632,0.6680960318553145,-0.2330144391129415,-0.1247267446999274,Upper-middle,Faster than average
19-2032,1.032757,Materials Scientists,8810.0,8810.0,106160.0,0.6,Bachelor's degree,0.0,11.57270266900609,9.083642718930223,6.81044267877412e-05,4.0,4.131028,1.042168949443838,1.3810881035959002,-0.4127310025668058,-0.1368807481684882,High,Faster than average
19-2041,1.014113,"Environmental Scientists and Specialists, Including Health",80730.0,80730.0,78980.0,8.5,Bachelor's degree,0.0,11.27694993484064,11.298865532389062,0.000105289235724,4.0,4.056452,1.023677855878148,0.4788942251085111,-0.2397489998419407,-0.0751192826817236,Upper-middle,Faster than average
19-2042,0.7143481,"Geoscientists, Except Hydrologists and Geographers",24620.0,24620.0,92580.0,2.0,Bachelor's degree,0.0,11.43582841458526,10.111314399738443,8.123476848090982e-05,4.0,2.8573924,0.7263714402157496,0.9303230973464984,-0.3747047864505639,-0.1150721341535079,Upper-middle,
19-2043,0.6405071,Hydrologists,6150.0,6150.0,88770.0,0.5,Bachelor's degree,0.0,11.393804034062365,8.724207360800564,8.130081300813008e-05,4.0,2.5620284,0.6531360379424108,0.8038566265210033,-0.419128835259355,-0.1149624386379146,Upper-middle,Little or no change
19-2099,1.140157,"Physical Scientists, All Other",20820.0,20820.0,112280.0,2.0,Bachelor's degree,0.0,11.62875103047582,9.94366934216896,9.606147934678194e-05,4.0,4.560628,1.148688121775694,1.5842310961029944,-0.3838445474399199,-0.0904459650909198,High,
19-3011,1.403764,Economists,16420.0,16420.0,115730.0,0.9,Master's degree,0.0,11.659015170842125,9.70625538300642,5.481120584652863e-05,5.0,7.01882,1.4101331819328968,1.6987479791339544,-0.3944274285854901,-0.1589598936543662,High,
19-3022,1.42653,Survey Researchers,8190.0,8190.0,60960.0,0.7,Master's degree,0.0,11.017973190360529,9.010669176847117,8.547008547008547e-05,5.0,7.13265,1.4327124694311,-0.1192490306068219,-0.414222226728227,-0.1080375576278965,High,Faster than average
19-3032,1.402475,Industrial-Organizational Psychologists,1030.0,1030.0,147420.0,0.4,Master's degree,0.0,11.90104093474328,6.937314081223682,0.0003883495145631,5.0,7.012375,1.4088547535051894,2.750643638047323,-0.4314434605923821,0.3950247934154065,High,Faster than average
19-3039,1.389854,"Psychologists, All Other",14480.0,14480.0,117750.0,3.9,Master's degree,0.0,11.676319011878665,9.580523665939708,0.0002693370165745,5.0,6.949269999999999,1.396337263058259,1.7657984439810672,-0.3990935170905824,0.197353042577372,High,
19-3041,1.411125,Sociologists,2890.0,2890.0,101770.0,0.3,Master's degree,0.0,11.530470644185977,7.969011781106478,0.0001038062283737,5.0,7.055625,1.4174338116119916,1.2353695191014322,-0.4269697881081184,-0.0775824580994087,High,Faster than average
19-3051,1.227516,Urban and Regional Planners,42690.0,42690.0,81800.0,3.4,Master's degree,0.0,11.312032522590838,10.661719979752007,7.964394471773249e-05,5.0,6.13758,1.2353306578626455,0.5724993294990349,-0.3312428177459156,-0.1177143853780166,High,
19-3091,0.6965665,Anthropologists and Archeologists,7720.0,7720.0,63800.0,0.8,Master's degree,0.0,11.06350846933288,8.951569643018821,0.0001036269430051,5.0,3.4828325,0.7087356737843145,-0.0249800602277128,-0.4153526708505948,-0.0778802390324551,Upper-middle,
19-3092,1.436298,Geographers,1460.0,1460.0,90880.0,0.1,Bachelor's degree,0.0,11.41729523395498,7.286191714702382,6.849315068493152e-05,4.0,5.745192,1.4424003584007237,0.8738944883167499,-0.4304092244804287,-0.1362351039323879,High,
19-3093,1.098921,Historians,3040.0,3040.0,72890.0,0.3,Master's degree,0.0,11.196706734376258,8.019612794400267,9.86842105263158e-05,5.0,5.494605,1.1077903136725618,0.2767470315842947,-0.4266090080690649,-0.086089785084632,High,
19-3094,1.418863,Political Scientists,5580.0,5580.0,132350.0,0.5,Master's degree,0.0,11.793205207655248,8.626944055375356,8.960573476702509e-05,5.0,7.094315,1.4251083493727357,2.250420615648318,-0.4204997994077584,-0.1011685224324754,High,Faster than average
19-3099,1.328048,"Social Scientists and Related Workers, All Other",35210.0,35210.0,95890.0,3.2,Bachelor's degree,0.0,11.470956980147728,10.4690854121491,9.088327179778472e-05,4.0,5.312192,1.3350381572375631,1.0401929184573613,-0.3492337156933848,-0.0990466193895274,High,
19-4021,0.3012355,Biological Technicians,76990.0,76990.0,51430.0,9.1,Bachelor's degree,0.0,10.847976938768962,11.251430822272097,0.0001181971684634,4.0,1.204942,0.316646931539203,-0.4355811741677056,-0.2487444488156754,-0.05368007497308,Upper-middle,
19-4031,0.0628057,Chemical Technicians,55880.0,55880.0,56750.0,6.7,Associate's degree,0.0,10.94641093534365,10.930961813370898,0.0001198997852541,3.0,0.1884171,0.0801725837249576,-0.2589928212040224,-0.2995182263118086,-0.0508521430524153,Upper-middle,Faster than average
19-4051,0.1696743,Nuclear Technicians,5400.0,5400.0,101740.0,0.7,Associate's degree,0.0,11.530175818376756,8.594154232552366,0.0001296296296296,3.0,0.5090229,0.1861647142674546,1.2343737201185545,-0.4209327354546227,-0.0346915262634551,Upper-middle,Faster than average
19-4061,1.204652,Social Science Research Assistants,30890.0,30890.0,56400.0,5.2,Bachelor's degree,0.0,10.940224437486153,10.338187785912629,0.0001683392683716,4.0,4.818608,1.2126541740991863,-0.2706104760042647,-0.3596241808181264,0.0296025789252224,High,
19-4092,0.2400518,Forensic Science Technicians,17520.0,17520.0,64940.0,2.9,Bachelor's degree,0.0,11.081219045656836,9.771098364490385,0.0001655251141552,4.0,0.9602072,0.2559650220028848,0.0128603011216478,-0.3917817082990976,0.024928458135524,Upper-middle,Faster than average
19-4099,0.4501044,"Life, Physical, and Social Science Technicians, All Other",72230.0,72230.0,58350.0,10.6,Associate's degree,0.0,10.974214637714702,11.187610751044891,0.000146753426554,3.0,1.3503132,0.4642949018739688,-0.2058835421172003,-0.260193202054974,-0.0062500518279362,Upper-middle,Faster than average
21-1012,0.9739287,"Educational, Guidance, and Career Counselors and Advisors",327660.0,327660.0,61710.0,31.0,Master's degree,0.0,11.030201271315113,12.699731764374254,9.461026673991332e-05,5.0,4.8696435,0.9838231223889952,-0.0943540560348741,0.3541671004479776,-0.0928563315791991,Upper-middle,
21-1013,1.367434,Marriage and Family Therapists,63340.0,63340.0,58510.0,7.7,Master's degree,0.0,10.97695295878228,11.056272320092631,0.0001215661509314,5.0,6.83717,1.3741011378843275,-0.2005726142085181,-0.2815754323695464,-0.0480844217916373,High,Slower than average
21-1015,0.5025014,Rehabilitation Counselors,84750.0,84750.0,44040.0,10.0,Master's degree,0.0,10.692853590836616,11.347461025242696,0.0001179941002949,5.0,2.512507,0.5162621744314385,-0.6808796569499648,-0.2300800947953062,-0.0540173575364723,Upper-middle,Slower than average
21-1021,0.7761707,"Child, Family, and School Social Workers",352160.0,352160.0,53940.0,35.1,Bachelor's degree,0.0,10.89562759669372,12.771840896760288,9.9670604270786e-05,4.0,3.1046828,0.7876870098936211,-0.3522659926002535,0.4130945068267206,-0.0844514514492526,Upper-middle,
21-1022,0.9339648,Healthcare Social Workers,185020.0,185020.0,62940.0,18.4,Master's degree,0.0,11.049937170618398,12.12821920632531,9.9448708247757e-05,5.0,4.669824,0.9441869813168066,-0.0535262977368796,0.0110893353106757,-0.0848200058121765,Upper-middle,
21-1023,1.119216,Mental Health and Substance Abuse Social Workers,114680.0,114680.0,55960.0,13.5,Master's degree,0.0,10.932392428779416,11.649900919997306,0.0001177188698988,5.0,5.59608,1.1279188667682325,-0.2852155277531407,-0.1580924510028255,-0.0544744967042709,High,
21-1091,0.691658,Health Education Specialists,57800.0,57800.0,62860.0,7.9,Bachelor's degree,0.0,11.04866531035156,10.96474405466047,0.000136678200692,4.0,2.766632,0.7038674302331885,-0.0561817616912207,-0.2949002418119235,-0.0229843240253536,Upper-middle,Slower than average
21-1092,0.5272448,Probation Officers and Correctional Treatment Specialists,85870.0,85870.0,61800.0,7.9,Bachelor's degree,0.0,11.031658643445782,11.36058980366653,9.199953417957378e-05,4.0,2.1089792,0.540802644530843,-0.0913666590862403,-0.2273862705037065,-0.0971925826863892,Upper-middle,
21-1093,0.4652255,Social and Human Service Assistants,409310.0,409310.0,41410.0,50.6,High school diploma or equivalent,0.0,10.631277676539613,12.922228094139038,0.0001236226820747,1.0,0.4652255,0.4792919880634215,-0.7681780344489285,0.5505517017061149,-0.0446686619461926,Upper-middle,
21-1094,0.0371229,Community Health Workers,58550.0,58550.0,48200.0,7.8,High school diploma or equivalent,0.0,10.783114300038692,10.977636369025864,0.000133219470538,1.0,0.0371229,0.0547004179971681,-0.5427955313242275,-0.2930963416166558,-0.0287290420741362,Upper-middle,Faster than average
21-2011,1.282559,Clergy,56640.0,56640.0,58920.0,23.0,Bachelor's degree,0.0,10.983935870576566,10.944470728367602,0.0004060734463276,4.0,5.130236,1.2899222295820345,-0.18696336144252,-0.2976902741139374,0.4244630514374813,High,
21-2021,1.210922,"Directors, Religious Activities and Education",23270.0,23270.0,50140.0,13.8,Bachelor's degree,0.0,10.822574371712284,10.054920256296338,0.0005930382466695,4.0,4.843688,1.2188727514783364,-0.4784005304314558,-0.3779518068020457,0.7349990039911469,High,
23-1011,1.328783,Lawyers,731340.0,731340.0,145760.0,31.5,Doctoral or professional degree,0.0,11.889716712493785,13.502633746877937,4.3071621954221016e-05,6.0,7.972698,1.3357671292269853,2.695542760994745,1.325098341548833,-0.1784585525458571,High,
23-1012,1.462973,Judicial Law Clerks,14680.0,14680.0,57490.0,1.0,Doctoral or professional degree,0.0,10.959366298617336,9.594241302168507,6.811989100817439e-05,6.0,8.777838000000001,1.4688565867243015,-0.2344297796263671,-0.3986124770385111,-0.1368550631389322,High,
23-1021,1.374714,"Administrative Law Judges, Adjudicators, and Hearing Officers",14670.0,14670.0,111090.0,0.5,Doctoral or professional degree,0.0,11.618095962575769,9.593559871137028,3.408316291751875e-05,6.0,8.248284,1.3813214318747922,1.5447310697821706,-0.3986365290411146,-0.1933877781746837,High,
23-1022,1.431593,"Arbitrators, Mediators, and Conciliators",7060.0,7060.0,71540.0,0.3,Bachelor's degree,0.0,11.178012012813008,8.862200330487287,4.249291784702549e-05,4.0,5.726372,1.4377339458697982,0.2319360773547887,-0.4169401030224303,-0.1794197411270559,High,
23-1023,1.496494,"Judges, Magistrate Judges, and Magistrates",24470.0,24470.0,148910.0,0.9,Doctoral or professional degree,0.0,11.911097375584252,10.105203156436716,3.677973028197793e-05,6.0,8.978964,1.5021026684350662,2.800101654196926,-0.3750655664896175,-0.1889089612336531,High,
23-2011,1.292055,Paralegals and Legal Assistants,354890.0,354890.0,60970.0,39.3,Associate's degree,0.0,11.01813721890186,12.779563161286356,0.0001107385387021,3.0,3.876165,1.2993403493256406,-0.1189170976125292,0.4196607035374948,-0.0660683571172947,High,
23-2093,1.279954,"Title Examiners, Abstractors, and Searchers",49760.0,49760.0,53550.0,5.4,High school diploma or equivalent,0.0,10.888371075875895,10.81496672741306,0.0001085209003215,1.0,1.279954,1.2873385941637432,-0.3652113793776664,-0.3142380519051926,-0.0697517052431282,High,
25-1011,1.349314,"Business Teachers, Postsecondary",82980.0,82980.0,97130.0,8.1,Doctoral or professional degree,0.0,11.483805566396375,11.326354893886858,9.761388286334056e-05,6.0,8.095884,1.3561297467981708,1.0813526097496484,-0.2343372992561378,-0.087867527310756,High,
25-1021,1.277778,"Computer Science Teachers, Postsecondary",36150.0,36150.0,96430.0,3.5,Doctoral or professional degree,0.0,11.47657263550443,10.49543222758691,9.681881051175655e-05,6.0,7.666668,1.2851804403556044,1.0581173001491635,-0.3469728274486494,-0.0891880889865195,High,
25-1022,1.338676,"Mathematical Science Teachers, Postsecondary",48230.0,48230.0,81020.0,4.4,Doctoral or professional degree,0.0,11.30245131675668,10.783736513063015,9.122952519178935e-05,6.0,8.032056,1.3455789930247417,0.5466085559442092,-0.3179180083035385,-0.098471515801389,High,
25-1031,1.222022,"Architecture Teachers, Postsecondary",8350.0,8350.0,105770.0,0.9,Doctoral or professional degree,0.0,11.5690222043221,9.0300168178449,0.0001077844311377,6.0,7.332132,1.229881716216545,1.3681427168184874,-0.41383739468657,-0.0709749310006261,High,
25-1032,1.351133,"Engineering Teachers, Postsecondary",38370.0,38370.0,106910.0,4.1,Doctoral or professional degree,0.0,11.579742638007543,10.555031183241,0.0001068543132655,6.0,8.106798,1.3579338284971618,1.405983078167848,-0.3416332828706571,-0.072519794198875,High,
25-1041,0.7546685,"Agricultural Sciences Teachers, Postsecondary",7550.0,7550.0,85260.0,0.8,Doctoral or professional degree,0.0,11.3534606903192,8.92930284224307,0.0001059602649006,6.0,4.528010999999999,0.7663611574977734,0.6873481455242876,-0.4157615548948554,-0.0740047483727017,Upper-middle,
25-1042,1.227677,"Biological Science Teachers, Postsecondary",52050.0,52050.0,83920.0,5.4,Doctoral or professional degree,0.0,11.33761924307018,10.859960074043116,0.0001037463976945,6.0,7.366061999999999,1.235490337441281,0.6428691242890741,-0.3087301433089753,-0.077681832831532,High,
25-1043,1.260278,"Forestry and Conservation Science Teachers, Postsecondary",1260.0,1260.0,101650.0,0.1,Doctoral or professional degree,0.0,11.529290819056492,7.138866999945524,7.936507936507937e-05,6.0,7.561668,1.267823964416987,1.2313863231699207,-0.4308902645325,-0.1181775619639944,High,
25-1051,1.306156,"Atmospheric, Earth, Marine, and Space Sciences Teachers, Postsecondary",11770.0,11770.0,100690.0,1.0,Doctoral or professional degree,0.0,11.51980176890966,9.373309200254322,8.496176720475786e-05,6.0,7.836936000000001,1.3133257017376658,1.1995207557178271,-0.4056116097961495,-0.1088818400619981,High,
25-1052,1.333947,"Chemistry Teachers, Postsecondary",20210.0,20210.0,85810.0,1.9,Doctoral or professional degree,0.0,11.359890828801166,9.913932810397666,9.401286491835724e-05,6.0,8.003682,1.3408887773268148,0.7056044602103826,-0.3853117195987376,-0.0938485758057863,High,
25-1053,1.347519,"Environmental Science Teachers, Postsecondary",7120.0,7120.0,88410.0,0.7,Doctoral or professional degree,0.0,11.38974036439985,8.87066300440602,9.831460674157303e-05,6.0,8.085113999999999,1.3543494682661812,0.7919070387264684,-0.4167957910068089,-0.0867036721005445,High,
25-1054,1.044191,"Physics Teachers, Postsecondary",14030.0,14030.0,98020.0,1.3,Doctoral or professional degree,0.0,11.49292681846354,9.548953173096509,9.265858873841768e-05,6.0,6.2651460000000005,1.053509174922818,1.110894646241693,-0.400175857207743,-0.0960979374117641,High,
25-1061,1.321694,"Anthropology and Archeology Teachers, Postsecondary",5030.0,5030.0,93650.0,0.5,Doctoral or professional degree,0.0,11.447319707872234,8.523175263093785,9.940357852882704e-05,6.0,7.930163999999999,1.3287362687739075,0.9658399277358104,-0.4218226595509547,-0.0848949632385518,High,
